User_ID,User_Role,Login_Time,Failed_Login_Attempts,Successful_Logins,IP_Geolocation,MFA_Used,Session_Duration,Concurrent_Sessions,Privilege_Level,Privilege_Escalation_Attempt,Access_Control_Violation,Suspicious_Command_Execution,Anomaly_Score,Network_Anomaly,Keystroke_Anomaly,File_Access_Anomaly,Time_Anomaly,Privilege_Escalation_Label
3906,User,19,4,1,Russia,0,42,3,1,0,0,0,0.6582409263037408,0,0,1,0,0
3482,Admin,6,1,2,Germany,1,51,3,1,0,0,0,0.7947192056552077,0,0,0,0,0
1446,User,23,1,7,Russia,1,64,3,1,0,0,0,0.60480794884463,0,0,0,1,0
3017,User,7,2,1,Russia,1,103,2,1,0,0,0,0.2013922903748835,0,0,0,1,0
2331,Admin,8,1,1,India,1,6,4,3,0,0,0,0.33040801386240604,0,0,0,1,0
1248,User,13,4,2,USA,1,73,3,1,0,0,0,0.805181348861262,0,0,0,1,0
1165,User,4,3,4,India,1,12,2,1,0,0,0,0.4319718924912561,1,0,0,0,0
4552,User,20,4,7,Germany,1,55,2,1,0,0,0,0.2552346479283726,0,0,1,0,1
4031,User,18,1,4,USA,1,98,1,1,0,0,0,0.932691536575539,0,0,0,1,0
2358,User,20,3,5,Russia,1,116,2,2,0,0,1,0.6373548566105905,0,1,0,0,0
2019,User,15,4,4,Germany,1,23,4,1,0,0,0,0.8057147105482197,1,0,0,1,0
1541,Guest,23,0,4,China,0,98,4,1,0,0,0,0.02450188490630445,0,0,0,0,0
1758,User,11,0,9,Germany,1,35,3,2,0,0,0,0.3393365831630998,0,0,0,0,0
4177,User,20,3,6,USA,1,84,2,2,0,0,0,0.45889690238299696,0,0,0,1,0
4634,User,3,3,3,USA,1,106,2,1,0,0,1,0.5874215541357629,0,0,0,0,0
3128,User,7,3,6,Russia,1,26,1,2,0,0,0,0.18997188647013108,0,0,1,1,0
3180,User,6,0,7,China,1,37,1,1,0,0,1,0.49795355271918373,0,0,0,0,1
1796,User,14,4,7,Russia,1,118,2,1,0,0,1,0.6856253676896876,0,0,0,0,0
3947,User,5,3,8,China,1,90,2,1,0,0,0,0.34587605669202415,0,0,0,0,0
1137,Guest,4,0,4,China,1,76,2,1,0,0,0,0.691442203038059,0,0,0,0,0
3231,User,13,3,1,Russia,1,41,1,1,0,0,0,0.3896540403718406,1,0,0,0,0
4472,Admin,20,3,6,Germany,1,16,1,1,0,0,0,0.46946340237177453,0,0,0,0,0
2353,Admin,12,3,8,India,1,118,4,1,0,0,0,0.13429290057226662,0,0,0,0,0
3832,Guest,9,0,5,China,1,73,3,1,0,1,0,0.6512745660618043,0,0,0,0,0
4579,User,17,4,3,USA,1,68,3,1,0,0,0,0.22427568802337206,0,0,0,1,0
2875,User,3,0,4,Russia,1,29,3,2,0,0,1,0.8288501290470924,0,0,0,1,0
4031,User,7,0,8,Germany,1,58,3,1,0,0,1,0.553443371046957,0,0,1,0,0
1068,User,23,3,6,China,0,33,1,1,0,0,0,0.5602567496152047,0,0,1,0,0
3593,Admin,10,2,5,Germany,0,17,1,1,0,1,0,0.9124765224137087,0,0,0,0,0
4845,Guest,16,2,9,Russia,1,30,2,1,0,0,0,0.16740271130948625,0,0,0,0,0
3100,User,17,2,3,USA,1,26,4,1,0,0,0,0.5302346778776662,0,0,0,0,0
2473,Guest,20,0,7,China,1,97,4,3,0,0,0,0.3822050104458876,0,0,0,0,0
1204,User,10,3,9,China,1,80,3,1,0,0,0,0.9663240750996771,1,1,0,0,0
3173,User,15,2,4,Germany,1,116,2,2,0,0,0,0.7927140468480504,1,0,1,0,0
4818,User,11,1,3,Russia,1,114,2,1,0,0,1,0.757500864629054,1,1,0,1,0
1042,User,12,1,1,India,1,111,1,2,0,0,0,0.20412135613468962,0,0,0,0,0
4823,Guest,15,1,9,China,0,96,2,1,0,0,0,0.23732324584835618,1,0,0,0,0
2906,Guest,22,4,1,USA,1,77,4,3,0,0,0,0.029180827391828812,0,0,1,0,0
3158,Guest,20,3,2,China,1,14,4,1,0,0,1,0.6385353619424559,1,1,0,1,0
1760,User,0,0,9,China,1,52,2,1,0,1,0,0.3708353818381809,0,0,1,0,0
4734,User,15,0,5,India,1,119,1,1,0,0,0,0.3120406943743329,0,0,0,0,0
4254,User,14,3,4,India,1,46,4,1,0,0,1,0.6370312255109051,0,0,0,0,0
3895,Guest,5,4,9,Russia,1,94,1,1,0,0,0,0.8286876152565452,1,0,0,0,0
3142,Admin,11,3,9,China,1,104,1,1,0,0,1,0.13302954599319283,0,0,1,0,0
2994,User,7,4,2,China,0,63,4,2,0,0,0,0.9186614539059682,1,0,0,0,0
4445,User,6,2,3,Germany,1,57,1,1,0,0,1,0.03427122909631097,0,0,1,0,0
2935,User,1,2,3,Germany,0,44,3,1,0,0,0,0.09510634023513398,0,0,0,0,0
4591,Guest,11,4,5,USA,1,79,3,1,0,0,0,0.8381281391219745,0,0,0,0,0
1899,User,20,3,3,USA,1,66,3,1,0,1,0,0.4927038268175541,0,0,0,0,0
1359,User,13,2,6,Germany,1,10,2,1,0,0,0,0.9392548542708771,0,0,0,0,0
3947,Admin,15,3,2,USA,0,8,4,1,0,0,0,0.4616529965912206,1,0,0,0,0
2719,User,10,2,6,China,1,95,3,1,0,0,0,0.9261229859557751,1,0,1,1,0
1280,User,19,3,6,India,1,59,1,1,0,0,0,0.23962962563069434,0,0,0,0,1
4266,User,8,3,2,China,1,92,3,1,0,0,0,0.6164496227685764,1,0,0,0,0
2887,Guest,9,1,6,Germany,1,73,1,3,0,0,0,0.9944680029457548,0,0,0,0,0
4266,Guest,16,4,6,Russia,1,118,4,1,0,0,0,0.3760628080576477,0,0,0,0,0
1666,User,11,0,6,Russia,1,7,3,1,0,1,0,0.0014546845088795335,0,1,1,1,0
1092,User,5,4,5,Germany,1,11,4,1,0,1,0,0.06405220548203894,0,0,0,1,0
1671,Guest,18,3,7,China,1,92,3,1,1,1,0,0.8590596035467116,0,0,0,0,0
2969,Admin,10,3,5,USA,0,90,1,1,0,0,0,0.49188563515468753,0,1,0,0,0
1060,Admin,8,4,1,USA,1,16,1,3,0,0,0,0.5367181983877042,0,0,1,0,0
3681,User,20,3,9,Russia,1,103,2,3,0,1,0,0.799426104675694,0,0,0,0,0
4122,User,5,2,3,Germany,1,21,2,1,0,0,0,0.8115790087425638,0,0,0,0,0
4474,User,23,3,2,Germany,1,71,2,1,0,0,1,0.47742130798545657,0,0,0,0,0
4860,Guest,15,4,6,India,1,79,3,3,0,0,0,0.8580607767683818,0,0,0,0,0
2028,User,19,4,8,Russia,1,74,4,1,0,0,1,0.4684249583396769,0,1,0,0,0
2489,User,15,4,2,Germany,1,111,3,1,1,0,1,0.6750213743740148,0,0,1,0,0
1603,User,5,1,4,India,1,40,1,1,1,0,0,0.033361831061546665,0,0,1,0,0
1681,User,4,1,2,USA,1,21,4,1,0,0,0,0.13799938686170243,0,0,0,0,0
4900,User,20,1,9,Russia,1,90,1,3,0,0,0,0.8514200372536157,1,0,0,0,0
3581,User,3,1,2,Russia,1,5,2,2,0,0,0,0.3131184223042647,0,0,0,0,0
2428,User,1,1,2,Germany,1,112,1,1,0,0,0,0.334743940594597,0,1,0,1,0
3885,User,5,1,5,Germany,0,71,3,2,0,0,0,0.6629911971389482,0,0,0,0,0
4584,Guest,8,1,5,China,1,84,1,1,0,0,0,0.5925381507299451,0,0,0,1,0
3692,Guest,16,4,7,USA,1,103,1,2,0,0,0,0.08218864064898868,0,0,0,0,0
3280,User,13,0,1,USA,1,82,1,1,0,0,0,0.7657650342514933,0,0,0,0,0
1523,Admin,6,1,2,India,1,53,4,1,0,0,0,0.6172224295097185,0,0,1,0,0
3393,Admin,21,4,6,India,1,55,1,1,0,0,0,0.8553318528566709,0,0,0,0,0
4117,User,18,0,2,China,1,75,1,1,0,0,0,0.5354969100489608,0,0,0,0,0
3593,User,0,1,4,USA,1,94,2,1,0,0,0,0.41432483598353964,0,0,0,0,0
2968,User,19,0,6,India,0,47,2,1,0,0,0,0.3713404577232706,0,0,1,0,0
2101,User,14,0,7,USA,1,116,3,3,0,1,0,0.004418926245998822,0,0,1,0,0
2753,Guest,17,2,5,USA,1,35,2,3,0,0,0,0.039784222644689504,1,1,0,1,0
2836,Guest,2,3,8,India,1,28,1,1,0,0,0,0.13121142528066,0,0,1,0,0
4994,Guest,17,2,6,Germany,1,87,2,2,1,1,0,0.9295373867629104,1,0,0,0,0
4144,User,1,0,5,Germany,1,41,4,3,0,0,1,0.8806505323422356,0,0,0,0,0
3841,User,9,4,4,India,1,69,3,1,0,0,0,0.4971963549949745,0,0,0,0,0
3296,User,10,1,6,China,1,93,2,1,0,0,0,0.1801963934158528,0,0,1,0,0
3094,User,23,3,6,Russia,1,67,3,2,0,0,0,0.14611136058146468,1,0,0,0,0
2144,User,2,1,6,USA,1,60,3,1,0,0,0,0.25613059361078394,0,0,0,0,0
3261,User,6,4,1,Russia,0,78,3,1,0,0,1,0.9087228289058915,0,0,0,0,0
3286,User,7,3,6,India,1,22,4,1,0,0,0,0.5214680590355849,0,0,0,0,0
2079,Guest,18,2,1,USA,1,110,1,1,1,0,0,0.8040418449516701,0,0,0,0,0
3397,User,17,0,5,Russia,1,69,4,3,0,0,0,0.5067543544778217,0,0,0,0,0
1106,User,12,4,7,Germany,1,33,3,1,0,0,0,0.6094473177713507,0,0,0,0,0
3878,User,12,0,1,China,1,81,2,2,0,0,0,0.6101026150672351,0,0,0,0,0
1047,User,23,0,1,Russia,1,8,2,2,0,0,0,0.03133777640699298,0,0,0,0,0
4644,User,18,1,6,China,1,16,4,1,0,0,0,0.4452685180319105,0,0,0,0,0
1336,User,22,4,7,Germany,1,60,2,2,0,0,0,0.8640490370286394,1,0,0,0,0
2049,User,11,0,6,Russia,1,52,3,1,0,0,0,0.48909863189640157,0,0,0,1,0
3851,User,16,2,5,India,1,23,3,1,0,0,1,0.4353354213274435,0,0,1,0,0
2280,User,21,3,6,USA,1,30,1,2,0,1,0,0.5265455742419763,0,0,0,0,0
3055,User,11,4,3,Germany,1,112,3,1,0,0,0,0.3807670379368303,0,1,0,0,0
1624,User,12,1,9,China,0,42,2,2,0,0,0,0.5153999675492458,1,0,0,0,0
2890,Guest,11,4,5,China,1,84,1,1,0,0,1,0.13534481610396465,0,0,0,1,0
2276,User,18,1,2,Germany,1,112,2,2,0,0,0,0.9679467854021748,0,0,0,0,0
2715,User,13,3,7,India,0,29,4,1,0,1,0,0.03412993998404823,0,0,0,1,0
3766,User,6,2,3,India,1,60,1,1,0,0,0,0.4832074309058516,1,1,0,0,0
1302,Guest,12,0,1,China,1,78,3,1,0,1,0,0.20999253239123328,0,0,0,0,0
1638,Guest,5,4,3,Germany,1,105,1,1,0,0,0,0.058355805930901505,0,0,0,0,0
1055,User,23,1,9,Germany,1,32,3,1,0,0,0,0.6517053785272915,1,1,0,0,0
1725,User,18,3,5,USA,1,65,3,1,0,1,1,0.985181258397041,0,0,0,0,0
1525,Guest,18,0,7,China,0,96,2,1,0,0,0,0.7496049540512667,0,0,0,0,0
1473,User,3,3,3,India,1,93,3,1,0,0,0,0.2540206673837978,0,0,0,0,0
1027,User,18,2,4,Russia,1,93,3,1,0,0,0,0.493389062491138,1,0,0,0,0
3125,Admin,8,0,1,India,1,55,3,1,0,0,0,0.04978155597866085,0,0,1,1,1
4287,Guest,15,0,3,India,1,16,2,3,0,0,0,0.5316702578888689,1,0,0,0,0
4457,Guest,3,0,7,Russia,0,12,3,3,0,1,0,0.09946319815429894,0,0,1,1,0
1364,User,5,1,4,China,1,104,4,1,0,0,0,0.79460764288713,0,0,0,0,0
3713,User,7,0,2,USA,1,107,2,1,0,0,0,0.05670639899768082,0,0,0,0,0
1525,User,23,3,5,India,1,62,4,1,0,0,0,0.009360965900580775,0,0,0,1,0
3746,User,15,1,5,India,0,92,1,1,0,1,0,0.8615570385815131,1,0,1,0,0
2335,Guest,4,0,2,China,1,27,2,1,0,0,0,0.9425422111088441,0,0,0,1,0
1882,User,20,3,6,China,0,41,4,1,0,0,0,0.0865540251500253,0,0,0,0,0
2030,Admin,21,3,4,Germany,1,15,2,1,0,0,0,0.2789166590746187,0,0,0,0,0
2026,User,9,4,1,China,1,21,3,1,0,0,0,0.7416972783325139,0,0,0,1,0
2646,User,22,3,3,China,1,96,2,1,0,0,0,0.5396534652651104,0,0,0,0,0
1918,Admin,12,2,9,India,1,60,1,1,0,0,0,0.9492368129359128,0,0,0,1,0
3797,User,13,0,7,USA,1,57,4,2,0,0,0,0.38918001104461486,0,0,0,0,0
3410,User,6,0,6,India,0,71,2,2,0,0,0,0.003322889284172126,0,0,0,0,0
2774,User,19,0,1,China,1,6,3,2,0,0,0,0.019745639469550214,0,0,0,0,0
2531,User,5,3,9,Germany,1,119,4,1,1,0,0,0.5648544560408182,0,0,0,1,0
4345,User,6,3,9,USA,1,33,4,1,0,0,0,0.7521053978779572,0,0,0,1,0
4577,User,4,0,1,Germany,0,61,4,1,0,0,0,0.7906170179696616,0,0,0,0,0
3853,Guest,20,1,6,Russia,1,38,1,1,0,0,1,0.9115170390869909,1,0,0,0,0
3786,Guest,17,1,7,Germany,1,82,3,1,0,0,0,0.22907454088329005,1,0,0,0,0
2906,Guest,22,2,2,Germany,1,101,3,2,0,0,1,0.7384059053690288,0,0,0,1,0
4086,User,11,4,8,China,1,116,4,3,0,0,0,0.8270980952468643,0,0,0,1,0
2215,Guest,5,2,8,China,1,115,2,2,0,1,0,0.8362753514478158,0,0,0,0,1
2654,User,0,0,6,China,1,86,4,2,0,0,0,0.4115435688957064,0,0,0,0,0
1484,User,3,0,9,China,0,97,3,1,0,0,0,0.6259830067575314,0,0,1,0,0
3075,Admin,18,0,3,China,1,6,1,2,0,0,0,0.5515653034433535,0,0,0,0,0
1713,Admin,11,4,2,Germany,1,79,1,3,0,0,0,0.5974859347684773,0,0,0,0,0
2062,User,14,3,2,Russia,1,35,4,1,0,1,0,0.28203123592704793,1,0,0,0,0
2976,User,2,4,6,China,1,117,1,1,0,0,0,0.6832344483065328,0,0,0,0,0
2296,User,22,2,7,Russia,1,81,1,1,0,0,0,0.7100173102612464,0,0,0,0,0
2254,User,19,3,6,Russia,1,48,2,1,0,0,0,0.1959483843939216,0,0,0,0,0
3133,User,7,3,3,India,1,94,1,1,0,0,0,0.44363243859682955,0,0,1,1,0
4545,User,10,2,5,India,1,60,2,3,0,0,0,0.4221055762812693,0,0,0,0,0
1125,User,15,3,8,USA,0,102,4,1,0,1,1,0.7489506483884493,0,0,0,0,0
3859,Guest,8,1,6,India,1,58,3,1,0,0,0,0.666503060249372,0,0,0,0,1
1536,Guest,2,2,2,China,0,57,3,1,0,0,0,0.47619583056430426,0,0,0,0,0
3192,User,4,2,7,Russia,0,118,2,1,0,0,0,0.6525313097399958,0,0,0,0,0
4596,User,19,1,8,USA,1,78,3,1,0,1,0,0.26286160521726665,0,1,0,1,0
4283,User,13,4,4,India,1,80,4,2,0,1,0,0.23234788240754112,1,0,0,1,0
3072,Guest,14,4,1,Germany,1,117,3,1,0,1,1,0.23991965275395455,1,0,0,0,0
2603,User,5,4,2,USA,1,90,1,3,1,0,1,0.029497675339813068,0,0,0,0,0
4465,User,3,3,4,China,0,50,4,1,0,0,0,0.6910762613606479,1,0,0,0,0
1066,Admin,7,1,7,Russia,0,58,4,1,0,0,0,0.9858480871630934,0,0,0,0,0
1232,User,18,2,2,China,0,35,3,3,0,0,0,0.3090321415512228,0,0,0,0,0
3156,User,4,2,6,China,1,87,3,3,0,0,0,0.9298333617284478,0,0,0,0,0
2169,Guest,12,2,2,Germany,1,113,2,1,0,0,0,0.6065426093709135,1,0,0,0,0
3158,User,15,3,7,Germany,1,28,1,2,0,0,0,0.22493426534108063,1,0,0,0,0
3275,User,0,3,2,Russia,1,29,3,1,0,0,0,0.011864637143467305,0,0,0,0,0
1110,Guest,12,4,3,India,1,39,3,1,0,0,0,0.7237314285207513,0,0,0,0,0
2493,Guest,21,3,9,China,1,61,2,1,0,0,0,0.6965742349920703,0,0,0,0,0
3081,User,10,4,4,India,1,76,3,1,0,0,0,0.22925333279352822,0,0,0,0,0
1622,User,20,4,5,Russia,1,73,1,1,0,0,0,0.3327050891389923,0,0,1,0,0
4847,User,7,2,9,China,1,90,1,1,0,0,0,0.8980467393161642,1,0,1,1,0
4440,Guest,7,3,7,India,1,32,4,1,0,0,0,0.15723331103483207,0,0,0,0,0
3795,User,23,4,8,China,1,80,4,1,0,0,1,0.8354438681219112,0,0,0,1,1
3642,Guest,13,1,3,Germany,1,37,1,1,0,0,0,0.1692234425177459,0,0,0,0,1
4625,User,12,1,4,Germany,1,57,2,2,0,0,0,0.48172713573849724,0,0,1,1,0
3472,User,2,3,7,USA,1,20,4,1,0,0,0,0.49896528770475224,0,1,0,1,0
3660,Admin,3,2,4,Russia,1,30,1,1,0,1,0,0.47208964643592854,0,0,0,0,0
2541,User,19,2,2,India,1,16,1,3,0,0,0,0.2879295690678889,0,0,0,0,0
3739,User,14,4,6,China,1,91,4,1,0,0,0,0.2533647288940776,0,0,0,0,0
2305,User,14,3,9,USA,1,117,1,1,0,1,0,0.73315476899806,0,0,0,0,0
4391,User,20,1,2,Russia,1,94,1,1,0,0,0,0.27567690318724447,0,0,0,0,0
2761,Guest,12,4,1,Russia,1,109,1,1,0,0,0,0.6099153712053182,0,0,0,0,0
4514,User,8,4,8,Russia,1,81,1,1,0,1,0,0.8466396870846448,0,0,0,0,0
2975,User,9,0,1,India,1,91,4,2,0,0,0,0.8370344447338819,0,0,0,1,0
3362,Admin,11,3,1,Germany,1,35,2,1,0,0,0,0.16715140814781837,0,0,0,1,1
1876,User,13,4,3,USA,1,104,1,1,0,1,0,0.6547376429670347,1,1,0,0,0
2989,User,0,1,5,India,1,31,3,1,0,0,0,0.6022791318153863,1,0,1,0,0
4812,User,13,0,9,China,0,40,2,1,0,0,0,0.28198451084299014,0,1,1,1,0
4448,Guest,13,1,2,India,0,63,3,2,0,0,0,0.39145398099303974,0,0,0,1,0
2312,User,7,2,1,China,1,115,3,2,1,0,0,0.28511302462926846,0,0,0,1,0
2460,Admin,15,0,1,China,1,110,1,1,0,0,0,0.5370651600842862,0,0,0,0,0
3709,User,13,0,8,Russia,0,91,4,2,0,1,0,0.8036273979535111,0,1,0,0,0
3324,User,0,4,2,India,1,106,3,2,0,0,0,0.8775033363842705,0,0,0,0,0
2733,User,15,2,9,Germany,1,7,3,1,0,0,1,0.7228235931977032,0,0,0,1,0
2605,Guest,17,4,9,China,1,98,3,3,0,0,0,0.4834503611739397,0,0,0,0,0
2526,Guest,6,3,2,Russia,0,36,1,2,0,0,0,0.9580952835869141,0,0,0,0,0
3671,User,14,1,3,Germany,1,19,1,1,0,0,0,0.5638790114784856,0,0,0,1,0
3563,User,23,1,2,India,1,106,4,1,0,0,0,0.47854668872551553,0,0,1,0,0
4421,User,16,4,6,Germany,1,79,1,2,0,0,1,0.8567736229967764,0,0,0,0,0
3890,User,18,1,7,India,1,70,2,1,0,0,0,0.18462332873760656,0,0,0,0,0
4517,User,22,1,6,China,1,94,4,2,0,0,0,0.15787834526893885,1,0,0,0,0
4901,User,12,3,3,USA,0,67,1,1,0,0,1,0.7825424714243219,0,0,0,0,0
3397,User,8,2,3,USA,1,102,1,1,0,0,0,0.8705708303720625,0,0,0,0,0
2630,User,23,0,2,China,1,5,3,1,0,0,0,0.07277478165509288,0,0,0,0,0
4735,Admin,23,4,2,Germany,0,79,1,1,0,0,0,0.7640861015968985,0,0,0,0,0
3870,User,14,4,5,India,1,9,3,1,0,0,0,0.4244617204145371,1,1,0,0,0
2160,User,2,3,8,USA,1,94,1,2,1,0,0,0.7037268231007593,0,0,0,1,0
1758,User,23,3,6,India,1,10,1,1,0,0,1,0.13496933606479267,0,0,0,0,1
3946,Guest,0,0,9,China,0,103,1,1,0,1,0,0.9730127526590837,0,0,1,0,0
1242,Admin,15,2,5,Germany,1,9,1,1,0,0,0,0.8812802940597564,0,0,0,0,0
3590,User,7,4,4,India,1,77,1,1,0,0,0,0.40597252826792507,1,0,1,0,0
2063,User,22,3,9,Germany,1,32,4,2,0,0,0,0.8933588261333548,0,0,0,1,0
1228,Guest,12,4,5,USA,1,87,1,2,0,0,0,0.8949257271374506,1,0,0,0,0
3595,User,7,1,1,India,1,73,1,1,0,0,0,0.4612530249150194,0,0,0,0,0
1919,User,16,4,5,Russia,1,91,3,1,0,0,0,0.9468855019361152,0,0,1,0,0
2246,User,21,2,5,USA,1,112,2,1,0,0,0,0.9768571255832856,1,0,0,0,0
1005,User,22,2,5,Germany,1,48,2,1,0,0,0,0.2172127389736962,0,1,1,1,0
4393,Guest,13,4,2,China,1,20,4,2,0,0,0,0.0666666796456008,0,0,0,0,0
1467,User,20,1,6,Russia,0,75,1,1,0,0,0,0.3311497840290294,0,0,0,0,0
2755,Guest,20,2,5,India,1,82,2,1,0,0,0,0.48883526109249886,0,0,0,1,0
1074,Guest,6,3,2,USA,1,26,3,1,0,0,0,0.09267639871668754,0,0,0,0,0
1003,Guest,14,4,8,India,1,77,3,3,0,0,0,0.1406595574809576,0,0,0,1,0
2870,User,15,1,6,India,1,115,4,3,0,0,0,0.9716991219783655,0,0,0,0,0
1645,User,18,3,3,Russia,1,27,3,3,0,0,0,0.7373005963263676,0,0,0,0,0
1117,User,5,4,9,Russia,1,47,2,2,0,0,1,0.8749380692600253,0,1,0,0,0
3928,User,22,1,4,Russia,0,72,2,2,0,0,0,0.9711545788347126,1,0,0,0,0
2629,User,0,3,3,Russia,0,47,2,2,0,0,0,0.3781443593009144,0,0,1,0,0
3551,User,11,2,7,China,1,30,1,2,0,0,0,0.6878639415779026,0,0,0,0,0
3021,User,17,4,8,Germany,1,45,3,3,0,0,0,0.18402199443013734,0,0,0,1,0
1946,User,15,4,7,Russia,1,74,3,1,0,1,1,0.5516672007719884,0,0,0,0,0
3621,Guest,11,2,1,USA,1,35,1,1,0,0,0,0.2098784779801901,0,0,0,1,0
2464,User,19,0,1,India,1,21,2,1,0,0,0,0.1604309628991618,0,0,0,0,0
1193,Guest,12,3,5,Russia,1,13,3,1,0,0,0,0.09844363172495862,0,0,0,0,0
1846,User,7,2,8,USA,1,95,2,2,0,0,0,0.579736562564043,0,0,0,1,0
3762,Guest,21,4,3,China,1,59,1,2,0,0,0,0.9498511993337185,0,0,0,0,0
2415,User,0,3,8,USA,1,10,2,1,0,0,1,0.12222179485104323,0,0,1,0,0
4097,User,20,3,3,USA,1,74,4,1,1,0,0,0.5023144553803639,1,0,0,0,0
2458,Guest,6,0,4,China,1,68,1,3,0,0,0,0.6870681172647907,0,0,1,0,0
3220,User,14,4,7,China,1,8,2,1,0,0,0,0.49586168070014225,0,0,0,0,0
4371,Guest,21,1,3,India,1,111,1,1,0,0,0,0.9117759243802698,0,0,1,0,0
2668,User,12,0,4,Russia,1,71,3,2,0,0,0,0.16629565065784235,0,0,0,0,0
3373,User,12,0,8,USA,1,92,4,1,0,0,1,0.024163261007595804,0,0,1,1,0
2433,User,8,1,4,Germany,1,60,1,1,0,0,0,0.3831181218991264,0,1,0,0,0
2141,User,23,1,9,Germany,1,22,2,1,0,0,0,0.5554888088017809,0,0,0,0,0
3883,User,14,0,4,India,0,36,3,1,0,1,0,0.25450709140810523,1,0,0,0,0
2810,Admin,3,3,4,Germany,1,116,2,1,0,0,0,0.16843354772656693,1,0,0,0,0
1723,User,12,2,5,India,1,89,2,1,1,0,0,0.8048378304777674,0,0,0,0,0
1224,Admin,11,2,1,Russia,1,52,1,1,1,0,0,0.18857519208358797,0,0,0,0,0
1531,Guest,4,0,7,India,1,33,1,1,0,0,0,0.44268220795238467,0,0,0,0,0
1112,Guest,6,3,9,China,1,36,2,2,0,1,0,0.9544811105482061,0,1,0,0,0
3187,User,7,1,9,China,1,29,1,1,0,1,0,0.6127048336696321,0,0,0,0,0
1558,User,4,0,1,China,1,80,2,1,0,0,0,0.49772345275561736,1,0,0,0,0
3048,User,8,4,6,China,1,114,1,1,0,1,0,0.3602502326728225,0,1,0,1,0
3137,User,13,3,3,China,1,67,4,1,0,0,0,0.5203854530478397,1,0,0,0,0
1653,Guest,11,4,4,China,1,13,1,1,0,0,0,0.7343070605501117,0,0,1,0,0
1319,Guest,3,4,8,China,1,75,2,1,0,0,0,0.8225272385157476,0,0,1,1,0
2573,User,19,0,4,China,1,18,3,3,0,0,0,0.649847736784429,0,0,0,1,0
2828,User,7,3,8,China,1,24,1,3,0,0,1,0.7903170547244899,0,0,0,0,0
2917,User,16,4,4,Russia,1,88,4,1,0,0,0,0.08841778461508332,0,0,0,0,0
1138,Guest,7,3,9,China,1,14,4,1,0,0,0,0.014374450136209083,1,0,0,1,0
4582,Admin,20,2,6,India,1,15,4,1,0,1,0,0.7344110309087452,0,0,0,0,0
4939,User,0,4,1,Russia,1,43,4,1,0,0,0,0.26170407022809516,0,0,0,0,0
3892,User,19,4,2,Germany,1,23,2,2,0,0,0,0.8776782503720556,0,0,0,1,0
3026,User,1,3,7,USA,1,23,4,1,0,0,0,0.5358506776601739,0,0,0,0,0
3306,User,3,2,7,Russia,1,47,3,2,0,0,0,0.4785209479554454,0,0,1,0,0
4744,Guest,23,4,3,China,1,65,1,3,0,0,0,0.7728187724647265,0,0,0,0,0
1901,User,20,0,1,Russia,0,74,4,1,0,0,0,0.7410960035518378,0,1,0,1,0
1689,User,0,3,8,USA,1,76,1,1,0,0,0,0.7042765323899776,1,0,0,0,0
3039,User,6,3,7,USA,1,69,2,1,0,0,1,0.6899009560005396,0,0,0,0,0
1009,User,0,4,8,China,1,27,1,1,0,0,0,0.5153959971781844,0,0,0,0,0
1260,User,8,2,1,China,0,108,2,3,0,1,0,0.9264755359754916,0,1,0,0,0
2942,User,2,4,3,India,1,105,2,1,0,0,0,0.8906414097273678,0,0,0,0,0
2673,User,11,1,2,USA,0,64,1,1,0,0,0,0.3294049414604667,0,0,0,0,0
3219,User,18,4,1,China,1,14,4,2,0,0,0,0.8046945392605807,0,0,0,0,0
3945,User,14,1,5,USA,0,67,3,1,0,0,0,0.891108513912535,0,0,0,0,0
3060,User,21,0,3,India,1,6,1,1,0,0,0,0.6182549711256878,0,0,0,0,0
2191,Guest,15,3,8,Germany,1,40,3,1,0,0,0,0.5555791927081154,0,0,0,0,0
4713,Admin,9,3,6,USA,1,61,1,1,0,0,0,0.6718867475946383,0,0,0,1,0
2619,User,21,2,9,India,1,70,3,1,0,1,0,0.16306065747870713,0,0,0,0,0
1320,User,5,4,9,India,1,83,1,1,1,0,0,0.08734367620943084,0,0,0,0,0
2342,Admin,16,0,6,India,1,24,3,1,0,0,0,0.8201502749671149,0,0,0,0,0
2636,User,20,1,2,Russia,1,46,3,1,0,0,0,0.5733262271054287,0,0,0,1,0
3376,User,21,2,9,China,1,25,1,1,0,0,0,0.12250149033526614,0,0,0,0,0
3832,User,23,0,2,USA,1,98,1,3,0,0,0,0.41631802714486943,1,0,0,1,0
3824,User,16,0,3,Russia,1,92,2,1,0,0,0,0.29823437145023635,0,0,0,0,0
2994,Admin,20,1,6,USA,0,70,3,1,0,0,0,0.8754779542256842,0,0,0,1,0
3958,Guest,18,1,2,Russia,1,42,1,3,0,0,0,0.5072201811460026,0,0,0,0,0
2943,Guest,17,3,5,China,1,90,4,3,0,1,0,0.5775125461032431,0,0,0,1,0
4621,User,10,4,2,India,1,97,4,2,0,0,0,0.2352904049283392,0,0,0,1,0
3038,User,23,2,4,USA,0,82,2,1,0,1,0,0.799063547591341,0,0,0,0,0
4490,Guest,6,4,3,India,1,73,4,1,0,0,1,0.9301012875966261,0,0,0,0,0
4677,Guest,9,2,5,China,1,28,1,1,0,0,0,0.7924943486984724,0,0,0,0,0
2118,User,6,0,6,USA,1,30,3,2,0,0,1,0.49285914319778623,0,0,1,0,0
